Session Size (KB),Total Migration Time (ms)
3072,765.3570735
3072,781.5531329
3072,795.2689419
4096,906.5448279
4096,928.8414794
4096,925.9205315
4096,938.8134696
4096,935.178696
4096,919.4304667
5120,1099.846606
5120,1069.75153
5120,1094.20914
5120,1085.092998
5120,1093.561797
5120,1068.937762
5120,1073.584447
